Time,CPU Usage (%),Memory Usage (MB),Free Memory (MB)
900.2039156,0.0,512987136,25657548800
900.2219047,0.0,512987136,25657032704
900.2368987,0.0,512987136,25662902272
900.2519938,0.0,512987136,25659252736
900.2680642,0.0,512987136,25653534720
900.2824211,0.0,512987136,25638436864
900.2969457,0.0,512987136,25636884480
900.3125262,0.0,512987136,25629523968
900.3274557,0.0,512987136,25626935296
900.3437529,0.0,512987136,25630416896
900.3584613,0.0,512987136,25629351936
900.3735873,0.0,512987136,25629384704
900.3888822,0.0,512987136,25621499904
900.4043725,0.0,512987136,25621499904
900.4204565,97.7,512987136,25621569536
900.4361559,0.0,512987136,25621577728
900.45173,0.0,512987136,25621577728
900.4675754,0.0,512987136,25621577728
900.4833358,0.0,512987136,25621577728
900.4982633,0.0,512987136,25621577728
900.5137912,0.0,512987136,25621577728
900.5291707,0.0,512987136,25621577728
900.5452034,0.0,512987136,25621577728
900.5606145,0.0,512987136,25621577728
900.5768754,0.0,512987136,25621577728
900.5921482,0.0,512987136,25621577728
900.6079557,0.0,512987136,25621577728
900.6240924,0.0,512987136,25621577728
900.6398019,0.0,512987136,25621577728
900.6557326,0.0,512987136,25621577728
900.6717679,0.0,512987136,25621577728
900.6877998,0.0,512987136,25621577728
900.7033347,0.0,512987136,25621573632
900.7192366,0.0,512987136,25621524480
900.7342544,0.0,512987136,25621508096
900.7504177,0.0,512987136,25621508096
900.7665438,0.0,512987136,25621508096
900.7824674,0.0,512987136,25621508096
900.7972473,0.0,512987136,25621483520
900.8129413,104.2,512987136,25621422080
900.8288799,0.0,512987136,25621405696
900.8448444,0.0,512987136,25621405696
900.8599072,0.0,512987136,25621405696
900.8748814,97.7,512987136,25621405696
900.8909066,0.0,512987136,25621401600
900.906928,0.0,512987136,25621381120
900.9224223,0.0,512987136,25621368832
900.9385291,0.0,512987136,25621360640
900.9534277,0.0,512987136,25621336064
900.9698279,97.7,512987136,25621327872
900.9854643,0.0,512987136,25621327872
901.0007759,0.0,512987136,25621319680
901.0163642,0.0,512987136,25621307392
901.0328052,0.0,512987136,25621295104
901.0480262,0.0,512987136,25621266432
901.064049,0.0,512987136,25621430272
901.0799657,97.7,512987136,25621467136
901.0960976,0.0,512987136,25621438464
901.1115339,0.0,512987136,25621413888
901.1544537,0.0,512987136,25625608192
901.1735642,0.0,512987136,25625600000
901.1895969,0.0,512987136,25625583616
901.2052076,0.0,512987136,25625550848
901.2211659,0.0,512987136,25624166400
901.2362646,0.0,512987136,25625571328
901.2522278,0.0,512987136,25625542656
901.2681415,0.0,512987136,25625518080
901.2832364,0.0,512987136,25625501696
901.2995532,0.0,512987136,25625473024
901.3147352,0.0,512987136,25625460736
901.3306672,0.0,512987136,25625427968
901.3457102,0.0,512987136,25625407488
901.3617173,0.0,512987136,25625374720
901.3777889,0.0,512987136,25625346048
901.3927351,0.0,512987136,25625329664
901.4082756,0.0,512987136,25625309184
901.424313,0.0,512987136,25625272320
901.4392914,0.0,512987136,25625268224
901.4543231,0.0,512987136,25624834048
901.4703352,0.0,512987136,25624801280
901.4863886,0.0,512987136,25624768512
901.5024057,0.0,512987136,25624735744
901.5180172,0.0,512987136,25624707072
901.5341039,0.0,512987136,25624678400
901.5500306,0.0,512987136,25624649728
901.5652753,0.0,512987136,25624625152
901.5809499,0.0,512987136,25624592384
901.5969619,0.0,512987136,25624567808
901.6125598,0.0,512987136,25624539136
901.628517,0.0,512987136,25624510464
901.6445556,0.0,512987136,25624481792
901.6602022,0.0,512987136,25624477696
901.6751632,0.0,512987136,25624477696
901.6907514,104.2,512987136,25624629248
901.7059794,0.0,512987136,25627492352
901.7209874,0.0,512987136,25627459584
901.7360096,0.0,512987136,25627430912
901.7510133,0.0,512987136,25627389952
901.7670577,0.0,512987136,25627357184
901.7831394,0.0,512987136,25627328512
901.7982927,0.0,512987136,25627336704
901.8135193,0.0,512987136,25627308032
901.8285677,0.0,512987136,25627283456
901.8435716,0.0,512987136,25627258880
901.8585515,0.0,512987136,25627230208
901.8744937,0.0,512987136,25627201536
901.890562,0.0,512987136,25627168768
901.9061907,0.0,512987136,25627144192
901.9221524,0.0,512987136,25627123712
901.9371181,0.0,512987136,25627107328
901.9531448,0.0,512987136,25627074560
901.9682707,0.0,512987136,25627045888
901.9841343,0.0,512987136,25627017216
902.0002251,0.0,512987136,25626984448
902.0159267,0.0,512987136,25626955776
902.0319656,0.0,512987136,25626923008
902.0477611,0.0,512987136,25626894336
902.0637635,0.0,512987136,25626869760
902.0796131,0.0,512987136,25626845184
902.0945148,0.0,512987136,25627820032
902.1100747,0.0,512987136,25625944064
902.1676179,0.0,512987136,25625890816
902.1889442,0.0,512987136,25625862144
902.2044721,0.0,512987136,25625776128
902.2195357,0.0,512987136,25620738048
902.235542,0.0,512987136,25610432512
902.2515034,0.0,512987136,25605898240
902.2666779,0.0,512987136,25608757248
902.2825969,0.0,512987136,25611407360
902.2985406,0.0,512987136,25611997184
902.314588,0.0,512987136,25617915904
902.330993,0.0,512987136,25617932288
902.3468598,0.0,512987136,25617825792
902.361004,0.0,512987136,25609089024
902.3769788,0.0,512987136,25608761344
902.392992,0.0,512987136,25607630848
902.4086764,0.0,512987136,25604657152
902.4236765,0.0,512987136,25602273280
902.4387121,0.0,512987136,25601064960
902.4536644,0.0,512987136,25599168512
902.4698136,0.0,512987136,25598300160
902.486052,0.0,512987136,25596436480
902.5020859,0.0,512987136,25595265024
902.5174562,0.0,512987136,25596682240
902.5336136,0.0,512987136,25600872448
902.5524144,97.7,512987136,25600507904
902.5653801,0.0,512987136,25600090112
902.581261,0.0,512987136,25599590400
902.597253,0.0,512987136,25599496192
902.6128823,0.0,512987136,25598611456
902.6287119,0.0,512987136,25598521344
902.6438954,0.0,512987136,25595031552
902.6597657,0.0,512987136,25593974784
902.6747922,0.0,512987136,25593434112
902.6907502,0.0,512987136,25592442880
902.7060039,0.0,512987136,25591390208
902.7220791,0.0,512987136,25590575104
902.7380811,0.0,512987136,25590546432
902.7539839,0.0,512987136,25608032256
902.7691071,0.0,512987136,25608036352
902.7850563,0.0,512987136,25608126464
902.8006967,0.0,512987136,25608097792
902.815834,0.0,512987136,25608073216
902.8315631,0.0,512987136,25608040448
902.847535,97.7,512987136,25608056832
902.8635719,0.0,512987136,25608024064
902.8795292,0.0,512987136,25607999488
902.8955825,0.0,512987136,25607970816
902.9112191,0.0,512987136,25607995392
902.9272214,0.0,512987136,25607974912
902.9431381,0.0,512987136,25607950336
902.9580554,97.7,512987136,25607942144
902.9740975,0.0,512987136,25607917568
902.9900973,0.0,512987136,25607884800
903.0050941,0.0,512987136,25607860224
903.0201817,0.0,512987136,25607827456
903.0362449,0.0,512987136,25607798784
903.0513716,0.0,512987136,25607954432
903.067169,0.0,512987136,25611927552
903.0832282,0.0,512987136,25611902976
903.0995505,97.7,512987136,25611878400
903.1568127,0.0,512987136,25611882496
903.177698,0.0,512987136,25611882496
903.1927251,0.0,512987136,25611870208
903.2082025,0.0,512987136,25611841536
903.2237157,0.0,512987136,25611841536
903.2395345,0.0,512987136,25611816960
903.2555345,0.0,512987136,25611780096
903.2715535,0.0,512987136,25615945728
903.2875086,0.0,512987136,25615917056
903.3026366,0.0,512987136,25615896576
903.3180246,104.2,512987136,25615867904
903.334139,0.0,512987136,25615839232
903.3493888,0.0,512987136,25615810560
903.3665989,0.0,512987136,25615777792
903.3811352,0.0,512987136,25615753216
903.396984,0.0,512987136,25615724544
903.4125134,0.0,512987136,25615704064
903.4286657,0.0,512987136,25615679488
903.4434791,0.0,512987136,25615659008
903.4585594,0.0,512987136,25604390912
903.4745914,0.0,512987136,25604366336
903.4905688,0.0,512987136,25604435968
903.505651,0.0,512987136,25604403200
903.5207754,97.7,512987136,25604382720
903.5357274,0.0,512987136,25604349952
903.5517656,0.0,512987136,25604399104
903.5677789,0.0,512987136,25604370432
903.5837069,0.0,512987136,25604333568
903.5999526,0.0,512987136,25604300800
903.6155761,0.0,512987136,25604272128
903.6313679,0.0,512987136,25604243456
903.6462782,0.0,512987136,25604214784
903.66226,0.0,512987136,25604182016
903.6783243,50.4,512987136,25604161536
903.6933622,0.0,512987136,25604132864
903.7089881,0.0,512987136,25604100096
903.7245685,0.0,512987136,25604100096
903.7405713,0.0,512987136,25604100096
903.7560265,97.7,512987136,25604071424
903.7720829,0.0,512987136,25604046848
903.7871241,0.0,512987136,25604018176
903.8031025,97.7,512987136,25604018176
903.8188029,0.0,512987136,25603989504
903.8346495,0.0,512987136,25603952640
903.8508978,0.0,512987136,25603919872
903.8667399,0.0,512987136,25603887104
903.8828648,0.0,512987136,25603858432
903.8986514,0.0,512987136,25603825664
903.9141937,0.0,512987136,25603809280
903.9302653,0.0,512987136,25603788800
903.9451593,0.0,512987136,25603764224
903.961277,0.0,512987136,25603735552
903.9772291,0.0,512987136,25603710976
903.993236,0.0,512987136,25603682304
904.0092522,0.0,512987136,25603661824
904.0252581,0.0,512987136,25603641344
904.041271,0.0,512987136,25603612672
904.0563628,0.0,512987136,25603579904
904.0722865,0.0,512987136,25603551232
904.0873977,0.0,512987136,25603522560
904.1023115,0.0,512987136,25603497984
904.1534799,0.0,512987136,25603469312
904.1650813,0.0,512987136,25603461120
904.1809003,0.0,512987136,25603436544
904.1968489,0.0,512987136,25603416064
904.2124817,0.0,512987136,25603395584
904.2276467,0.0,512987136,25603366912
904.2434965,0.0,512987136,25603366912
904.2587592,0.0,512987136,25603342336
904.2743228,0.0,512987136,25603313664
904.2902425,0.0,512987136,25611927552
904.3067767,0.0,512987136,25611882496
904.3228598,0.0,512987136,25611923456
904.3388438,0.0,512987136,25611894784
904.3548947,0.0,512987136,25611866112
904.3708213,0.0,512987136,25611841536
904.3858019,0.0,512987136,25611812864
904.4008811,0.0,512987136,25611792384
904.4166004,0.0,512987136,25612222464
904.4323888,0.0,512987136,25614852096
904.448312,0.0,512987136,25610756096
904.4633198,0.0,512987136,25610948608
904.4783721,0.0,512987136,25610924032
904.4944321,0.0,512987136,25610993664
904.5099755,0.0,512987136,25610969088
904.5249886,0.0,512987136,25610940416
904.5410132,0.0,512987136,25611157504
904.5569985,0.0,512987136,25611132928
904.5719603,0.0,512987136,25611112448
904.5870849,0.0,512987136,25611083776
904.6030369,0.0,512987136,25611051008
904.6186445,0.0,512987136,25611030528
904.6345903,0.0,512987136,25611005952
904.650552,0.0,512987136,25610981376
904.6666288,0.0,512987136,25610952704
904.6827599,0.0,512987136,25610928128
904.6989852,0.0,512987136,25610895360
904.7142051,97.7,512987136,25610874880
904.7301242,0.0,512987136,25610838016
904.745527,0.0,512987136,25610821632
904.7611516,0.0,512987136,25610821632
904.7771545,0.0,512987136,25610792960
904.7921588,0.0,512987136,25610764288
904.8076759,0.0,512987136,25610739712
904.8237143,0.0,512987136,25610809344
904.8396714,0.0,512987136,25610780672
904.8547542,0.0,512987136,25610760192
904.8707181,0.0,512987136,25610747904
904.88674,0.0,512987136,25610727424
904.9029861,0.0,512987136,25610698752
904.9204141,97.7,512987136,25610690560
904.9332739,0.0,512987136,25610670080
904.9483813,0.0,512987136,25610653696
904.9643779,0.0,512987136,25610633216
904.9802382,0.0,512987136,25610608640
904.9953438,0.0,512987136,25610584064
905.0108832,0.0,512987136,25610559488
905.0270009,0.0,512987136,25610530816
905.0418386,0.0,512987136,25610334208
905.057934,0.0,512987136,25610301440
905.0741304,0.0,512987136,25610280960
905.0889641,0.0,512987136,25610334208
905.1048724,0.0,512987136,25608699904
905.1702788,0.0,512987136,25609793536
905.1817426,0.0,512987136,25609777152
905.1975931,0.0,512987136,25609756672
905.213504,0.0,512987136,25609736192
905.2284957,0.0,512987136,25609904128
905.2444692,0.0,512987136,25609883648
905.2598684,0.0,512987136,25609863168
905.2754825,0.0,512987136,25609863168
905.290449,0.0,512987136,25609867264
905.3064216,0.0,512987136,25609838592
905.3220694,0.0,512987136,25609809920
905.3370834,0.0,512987136,25609789440
905.3521131,0.0,512987136,25609756672
905.3680184,0.0,512987136,25609732096
905.3840254,0.0,512987136,25609699328
905.399265,0.0,512987136,25609678848
905.4146366,0.0,512987136,25609646080
905.4306155,0.0,512987136,25609621504
